Name,CountryOperatorOwner,OperatorOwner,Users,Purpose,ApogeeKM,LaunchMassKG,DateOfLaunch,LaunchSite
Chuangxin-3,China,Chinese Academy of Sciences,Government,Technology Development,672,200,7/19/2013,Taiyuan Launch Center
ChubuSat 1 (Kinshachi-1),Japan,Nagoya University and Daido University,Civil,Technology Development,538,50,11/6/2014,Dombarovsky Air Base
ChubuSat 2 (Kinshachi-2),Japan,Nagoya University and Daido University,Civil,Technology Development,579,50,2/17/2016,Tanegashima Space Center
ChubuSat 3 (Kinshachi-3),Japan,Nagoya University and Daido University,Civil,Technology Development,579,50,2/17/2016,Tanegashima Space Center
Ciel-2,Canada,Ciel Satellite Group,Commercial,Communications,35788,5585,12/10/2008,Baikonur Cosmodrome
"CINEMA-1 (Cubesat for Ion, Neutral, Electron, Magnetic fields)",USA,University of California-Berkeley/Imperial College-London,Civil,Space Science,791,3,9/13/2012,Vandenberg AFB
CLIO (USA 257),USA,Unknown US agency,Military,Communications,35854,,9/16/2014,Cape Canaveral
Cloudsat,USA,NASA/Colorado State University,Government/Civil,Earth Observation,703,848,4/28/2006,Vandenberg AFB
"COMS-1 (Communication, Ocean and Meteorological Satellite; Cheollian)",South Korea,Korea Aerospace Research Institute (KARI),Government,Earth Observation/Communications,35791,2460,6/26/2010,Guiana Space Center
COMSATBw-1 (COmmunications SATellite für BundesWehr),Germany,Armed Forces,Military,Communications,35799,2440,10/1/2009,Guiana Space Center
COMSATBw-2 (COmmunications SATellite für BundesWehr),Germany,Armed Forces,Military,Communications,35794,2440,5/21/2010,Guiana Space Center
Condor E2,South Africa,Armed Forces,Military,Earth Observation,501,,12/19/2014,Baikonur Cosmodrome
Coriolis (Windsat),USA,US Air Force/ US Navy/NASA,Military,Earth/Space Science,841,817,1/6/2003,Vandenberg AFB
"COSMIC-A (Formosat-3A, Constellation Observing System for Meteorology, Ionosphere and Climate)",Taiwan/USA,"National Space Program Office (NSPO)/University Corporation for Atmospheric Research (UCAR) Boulder, CO",Government/Civil,Earth Observation,836,70,4/15/2006,Vandenberg AFB
"COSMIC-B (Formosat-3B, Constellation Observing System for Meteorology, Ionosphere and Climate)",Taiwan/USA,"National Space Program Office (NSPO)/University Corporation for Atmospheric Research (UCAR) Boulder, CO",Government/Civil,Earth Observation,831,70,4/15/2006,Vandenberg AFB
"COSMIC-D (Formosat-3D, Constellation Observing System for Meteorology, Ionosphere and Climate)",Taiwan/USA,"National Space Program Office (NSPO)/University Corporation for Atmospheric Research (UCAR) Boulder, CO",Government/Civil,Earth Observation,746,70,4/15/2006,Vandenberg AFB
"COSMIC-E (Formosat-3E, Constellation Observing System for Meteorology, Ionosphere and Climate)",Taiwan/USA,"National Space Program Office (NSPO)/University Corporation for Atmospheric Research (UCAR) Boulder, CO",Government/Civil,Earth Observation,849,70,4/15/2006,Vandenberg AFB
"COSMIC-F (Formosat-3F, Constellation Observing System for Meteorology, Ionosphere and Climate)",Taiwan/USA,"National Space Program Office (NSPO)/University Corporation for Atmospheric Research (UCAR) Boulder, CO",Government/Civil,Earth Observation,828,70,4/15/2006,Vandenberg AFB
Cosmos 2504,Russia,Ministry of Defense,Military,Technology Development,1504,,3/31/2015,Plesetsk Cosmodrome
COSMO-Skymed 1 (Constellation of small Satellites for Mediterranean basin Observation),Italy,Italian Space Agency/Ministry of Defense,Military/Civil,Earth Observation,623,1700,6/8/2007,Vandenberg AFB
COSMO-Skymed 2 (Constellation of small Satellites for Mediterranean basin Observation),Italy,Italian Space Agency/Ministry of Defense,Military/Government,Earth Observation,623,1700,12/9/2007,Vandenberg AFB
COSMO-Skymed 3 (Constellation of small Satellites for Mediterranean basin Observation),Italy,Italian Space Agency/Ministry of Defense,Military/Government,Earth Observation,623,1700,10/25/2008,Vandenberg AFB
COSMO-Skymed 4 (Constellation of small Satellites for Mediterranean basin Observation),Italy,Italian Space Agency/Ministry of Defense,Military/Government,Earth Observation,623,1700,11/6/2010,Vandenberg AFB
CP-10 (Exocube),USA,California Polytechnic State University/NASA JPL,Civil,Earth Observation,657,4,1/31/2015,Vandenberg AFB
Cryosat-2,ESA,European Space Agency (ESA),Government,Earth Observation,724,720,4/8/2010,Baikonur Cosmodrome
Cubebug 1  (Capitán Beto),Argentina,"Argentinian Ministry of Science, Technology and Productive Innovation/Radio Club Bariloche",Civil,Technology Development,653,2,4/26/2013,Jiuquan Satellite Launch Center
"Cubebug 2 (Manolito, LO-74)",Argentina,"Argentinian Ministry of Science, Technology and Productive Innovation/Radio Club Bariloche",Civil,Technology Development,715,2,11/21/2013,Dombarovsky Air Base
"Cubesat XI-IV (Oscar 57, CO-57)",Japan,"Department of Astronautics, University of Tokyo",Civil,Technology Development,830,,6/30/2003,Plesetsk Cosmodrome
CUSat-1 (Cornell University Satellite 1),USA,"Space Systems Design Studio, Cornell University",Civil,Technology Development,1465,,9/29/2013,Vandenberg AFB
CYGNSS FM01 (Cyclone Global Navigation Satellite System),USA,University of Michigan/NASA Earth Science Technology Office,Government,Earth Observation,537,29,12/15/2016,Orbital ATK L-1011
CYGNSS FM02 (Cyclone Global Navigation Satellite System),USA,University of Michigan/NASA Earth Science Technology Office,Government,Earth Observation,536,29,12/15/2016,Orbital ATK L-1011
CYGNSS FM03 (Cyclone Global Navigation Satellite System),USA,University of Michigan/NASA Earth Science Technology Office,Government,Earth Observation,533,29,12/15/2016,Orbital ATK L-1011
CYGNSS FM04 (Cyclone Global Navigation Satellite System),USA,University of Michigan/NASA Earth Science Technology Office,Government,Earth Observation,534,29,12/15/2016,Orbital ATK L-1011
CYGNSS FM05 (Cyclone Global Navigation Satellite System),USA,University of Michigan/NASA Earth Science Technology Office,Government,Earth Observation,537,29,12/15/2016,Orbital ATK L-1011
CYGNSS FM06 (Cyclone Global Navigation Satellite System),USA,University of Michigan/NASA Earth Science Technology Office,Government,Earth Observation,534,29,12/15/2016,Orbital ATK L-1011
CYGNSS FM07 (Cyclone Global Navigation Satellite System),USA,University of Michigan/NASA Earth Science Technology Office,Government,Earth Observation,534,29,12/15/2016,Orbital ATK L-1011
CYGNSS FM08 (Cyclone Global Navigation Satellite System),USA,University of Michigan/NASA Earth Science Technology Office,Government,Earth Observation,537,29,12/15/2016,Orbital ATK L-1011
"Daichi-2 (Advanced Land Observing Satellite-2, ALOS 2 2)",Japan,Japan Aerospace Exploration Agency (JAXA),Government,Earth Observation,635,2120,5/24/2014,Tanegashima Space Center
DAMPE (Dark Matter Particle Explorer),China,Chinese Academy of Science,Government,Space Science,505,1850,12/17/2015,Jiuquan Satellite Launch Center
"DCBB (Kaituo-1B, CAS-3G)",China,China Amateur Satellite - CAMSAT,Civil,Technology Development,536,3,9/19/2015,Taiyuan Launch Center
Deimos 1,Spain,Deimos Imaging/DMC International Imaging (DMCII),Government,Earth Observation,662,90,7/29/2009,Baikonur Cosmodrome
Deimos 2,Spain,Deimos Imaging/DMC International Imaging (DMCII),Government,Earth Observation,619,310,6/19/2014,Dombarovsky Air Base
Delfi-C3 (DO-64),Netherlands,"Technical University, Delft",Civil,Technology Development,616,7,4/28/2008,Satish Dhawan Space Center
DirecTV-10,USA,"DirecTV, Inc.",Commercial,Communications,35788,5900,7/7/2007,Baikonur Cosmodrome
DirecTV-11,USA,"DirecTV, Inc.",Commercial,Communications,35786,5900,3/19/2008,Sea Launch (Odyssey)
DirecTV-12,USA,"DirecTV, Inc.",Commercial,Communications,35786,5900,12/29/2009,Baikonur Cosmodrome
DirecTV-14,USA,"DirecTV, Inc.",Commercial,Communications,35933,5900,12/6/2014,Guiana Space Center
DirecTV-15,USA,"DirecTV, Inc.",Commercial,Communications,35809,5500,5/27/2015,Guiana Space Center
DirecTV-1R,Russia,Russian Satellite Communications Co.,Commercial,Communications,35795,3420,10/10/1999,Sea Launch (Odyssey)
DirecTV-4S,USA,"DirecTV, Inc.",Commercial,Communications,35792,4300,11/27/2001,Guiana Space Center
DirecTV-5 (Tempo 1),USA,"DirecTV, Inc.",Commercial,Communications,35799,4300,5/7/2002,Baikonur Cosmodrome
DirecTV-7S,USA,"DirecTV, Inc. ",Commercial,Communications,35797,5483,5/4/2004,Sea Launch
DirecTV-8,USA,"DirecTV, Inc.",Commercial,Communications,35796,3800,5/22/2005,Baikonur Cosmodrome
DirecTV-9S,USA,"DirecTV, Inc.",Commercial,Communications,35798,5500,10/13/2006,Guiana Space Center
DLR Tubsat,Germany,Deutsches Zentrum für Luft- und Raumfahrt,Government,Earth Science,732,45,5/26/1999,Satish Dhawan Space Centre
DMC 3-1 (Disaster Monitoring Constellation),United Kingdom,Surrey Satellite Technology Ltd.,Commercial,Earth Observation,663,447,7/10/2015,Satish Dhawan Space Centre
DMC 3-2 (Disaster Monitoring Constellation),United Kingdom,Surrey Satellite Technology Ltd.,Commercial,Earth Observation,663,447,7/10/2015,Satish Dhawan Space Centre
DMC 3-3 (Disaster Monitoring Constellation),United Kingdom,Surrey Satellite Technology Ltd.,Commercial,Earth Observation,661,447,7/10/2015,Satish Dhawan Space Centre
"DMSP 5D-2 F14 (Defense Meteorological Satellites Program, USA 131)",USA,DoD/NOAA,Military,Earth Observation,855,1134,4/4/1997,Vandenberg AFB
"DMSP 5D-3 F15 (Defense Meteorological Satellites Program, USA 147)",USA,DoD/NOAA,Military,Earth Observation,851,1152,12/12/1999,Vandenberg AFB
"DMSP 5D-3 F16 (Defense Meteorological Satellites Program, USA 172)",USA,DoD/NOAA,Military,Earth Observation,852,1154,10/18/2003,Vandenberg AFB
"DMSP 5D-3 F17 (Defense Meteorological Satellites Program, USA 173)",USA,DoD/NOAA,Military,Earth Observation,855,1154,11/4/2006,Vandenberg AFB
"DMSP 5D-3 F18 (Defense Meteorological Satellites Program, USA 210)",USA,DoD/NOAA,Military,Earth Observation,859,1155,10/18/2009,Vandenberg AFB
Dove 1c-1  (0 Flock 1C-1 0903),USA,Planet,Commercial,Earth Observation,621,4,6/19/2014,Dombarovsky Air Base
Dove 1c-10  (0 Flock 1C-10 090C),USA,Planet,Commercial,Earth Observation,621,4,6/19/2014,Dombarovsky Air Base
Dove 1c-11 (0 Flock 1C-11 090D),USA,Planet,Commercial,Earth Observation,622,4,6/19/2014,Dombarovsky Air Base
Dove 1c-2  (0 Flock 1C-2 0904),USA,Planet,Commercial,Earth Observation,623,4,6/19/2014,Dombarovsky Air Base
Dove 1c-3  (0 Flock 1C-3 0905),USA,Planet,Commercial,Earth Observation,624,4,6/19/2014,Dombarovsky Air Base
Dove 1c-4  (0 Flock 1C-4 0906),USA,Planet,Commercial,Earth Observation,622,4,6/19/2014,Dombarovsky Air Base
Dove 1c-5  (0 Flock 1C-5 0907),USA,Planet,Commercial,Earth Observation,625,4,6/19/2014,Dombarovsky Air Base
Dove 1c-6  (0 Flock 1C-6 0908),USA,Planet,Commercial,Earth Observation,622,4,6/19/2014,Dombarovsky Air Base
Dove 1c-7  90 Flock 1C-7 0909),USA,Planet,Commercial,Earth Observation,620,4,6/19/2014,Dombarovsky Air Base
Dove 1c-8  (0 Flock 1C-8 090A),USA,Planet,Commercial,Earth Observation,625,4,6/19/2014,Dombarovsky Air Base
Dove 1c-9  (0 Flock 1C-9 090B),USA,Planet,Commercial,Earth Observation,623,4,6/19/2014,Dombarovsky Air Base
Dove 2e-1 (0 Flock 2E-1 0C37),USA,Planet,Commercial,Earth Observation,407,4,5/17/2016,International Space Station
Dove 2e-10 (0 Flock 2E-10 0C82),USA,Planet,Commercial,Earth Observation,402,4,6/1/2016,International Space Station
Dove 2e-11 (0 Flock 2E-11 0C13),USA,Planet,Commercial,Earth Observation,403,4,6/1/2016,International Space Station
Dove 2e-12 (0 Flock 2E-12 0C79),USA,Planet,Commercial,Earth Observation,406,4,6/1/2016,International Space Station
Dove 2e-2 (0 Flock 2E-2 0C78),USA,Planet,Commercial,Earth Observation,406,4,5/17/2016,International Space Station
Dove 2e-3 (0 Flock 2E-3 0C60),USA,Planet,Commercial,Earth Observation,408,4,5/17/2016,International Space Station
Dove 2e-4 (0 Flock 2E-4 0C41),USA,Planet,Commercial,Earth Observation,407,4,5/17/2016,International Space Station
Dove 2e-5 (0 Flock 2E-5 0C43),USA,Planet,Commercial,Earth Observation,403,4,5/30/2016,International Space Station
Dove 2e-6 (0 Flock 2E-6 0C75),USA,Planet,Commercial,Earth Observation,402,4,5/30/2016,International Space Station
Dove 2e-7 (0 Flock 2E-7 0C24),USA,Planet,Commercial,Earth Observation,403,4,5/31/2016,International Space Station
Dove 2e-8 (0 Flock 2E-8 0C2B),USA,Planet,Commercial,Earth Observation,404,4,6/31/2016,International Space Station
Dove 2e-9 (0 Flock 2E-9 0C14),USA,Planet,Commercial,Earth Observation,403,4,6/1/2016,International Space Station
Dove 2ep-1 (0 Flock 2EP-1 0D05),USA,Planet,Commercial,Earth Observation,402,4,5/17/2016,International Space Station
Dove 2ep-10 (0 Flock 2EP-10 0C65),USA,Planet,Commercial,Earth Observation,403,4,6/3/2016,International Space Station
Dove 2ep-11 (0 Flock 2EP-11 0C27),USA,Planet,Commercial,Earth Observation,403,4,6/3/2016,International Space Station
Dove 2ep-12 (0 Flock 2EP-12 0C81),USA,Planet,Commercial,Earth Observation,403,4,6/3/2016,International Space Station
Dove 2ep-13 (0 Flock 2EP-13 0C45),USA,Planet,Commercial,Earth Observation,408,4,9/15/2016,International Space Station
Dove 2ep-14 (0 Flock 2EP-14 0C56),USA,Planet,Commercial,Earth Observation,408,4,9/15/2016,International Space Station
Dove 2ep-15 (0 Flock 2EP-15 0C54),USA,Planet,Commercial,Earth Observation,408,4,9/15/2016,International Space Station
Dove 2ep-16 (0 Flock 2EP-16 0C0B),USA,Planet,Commercial,Earth Observation,409,4,9/15/2016,International Space Station
Dove 2ep-17 (0 Flock 2EP-17 0C12),USA,Planet,Commercial,Earth Observation,408,4,9/15/2016,International Space Station
Dove 2ep-18 (0 Flock 2EP-18 0C44),USA,Planet,Commercial,Earth Observation,408,4,9/16/2016,International Space Station
Dove 2ep-19 (0 Flock 2EP-19 0C62),USA,Planet,Commercial,Earth Observation,408,4,9/15/2016,International Space Station
Dove 2ep-2 (0 Flock 2EP-2 0C1B),USA,Planet,Commercial,Earth Observation,401,4,5/17/2016,International Space Station
Dove 2ep-20 (0 Flock 2EP-20 0C38),USA,Planet,Commercial,Earth Observation,409,4,9/17/2016,International Space Station
Dove 2ep-3 (0 Flock 2EP-3 0D06),USA,Planet,Commercial,Earth Observation,402,4,5/17/2016,International Space Station
Dove 2ep-4 (0 Flock 2EP-4 0C22),USA,Planet,Commercial,Earth Observation,402,4,5/17/2016,International Space Station
Dove 2ep-5 (0 Flock 2EP-5 0C59),USA,Planet,Commercial,Earth Observation,402,4,6/1/2016,International Space Station
Dove 2ep-6 (0 Flock 2EP-6 0C46),USA,Planet,Commercial,Earth Observation,403,4,6/1/2016,International Space Station
Dove 2ep-7 (0 Flock 2EP-7 0C42),USA,Planet,Commercial,Earth Observation,402,4,6/1/2016,International Space Station
Dove 2ep-8 (0 Flock 2EP-8 0C76),USA,Planet,Commercial,Earth Observation,403,4,6/1/2016,International Space Station
Dove 2ep-9 (0 Flock 2EP-9 0C19),USA,Planet,Commercial,Earth Observation,406,4,6/3/2016,International Space Station
Dove 2p-1 ( (0 Flock 2P-1 0E0D),USA,Planet,Commercial,Earth Observation,513,4,6/22/2016,Satish Dhawan Space Center
Dove 2p-10 (0 Flock 2P-10 0E2F),USA,Planet,Commercial,Earth Observation,513,4,6/22/2016,Satish Dhawan Space Center
Dove 2p-11 (0 Flock 2P-11 0E30),USA,Planet,Commercial,Earth Observation,518,4,6/22/2016,Satish Dhawan Space Center
Dove 2p-12 (0 Flock 2P-12 0E3A),USA,Planet,Commercial,Earth Observation,514,4,6/22/2016,Satish Dhawan Space Center
Dove 2p-2 (0 Flock 2P-2 (0e0E),USA,Planet,Commercial,Earth Observation,516,4,6/22/2016,Satish Dhawan Space Center
Dove 2p-3 (0 Flock 2P-3 (0E0F),USA,Planet,Commercial,Earth Observation,514,4,6/22/2016,Satish Dhawan Space Center
Dove 2p-4 (0 Flock 2P-4 0E14),USA,Planet,Commercial,Earth Observation,514,4,6/22/2016,Satish Dhawan Space Center
Dove 2p-5 (0 Flock 2P-5 0E16),USA,Planet,Commercial,Earth Observation,514,4,6/22/2016,Satish Dhawan Space Center
Dove 2p-6 (0 Flock 2P-6 0E19),USA,Planet,Commercial,Earth Observation,514,4,6/22/2016,Satish Dhawan Space Center
Dove 2p-7 (0 Flock 2P-7 0E1F),USA,Planet,Commercial,Earth Observation,514,4,6/22/2016,Satish Dhawan Space Center
Dove 2p-8 (0 Flock 2P-8 0E20),USA,Planet,Commercial,Earth Observation,514,4,6/22/2016,Satish Dhawan Space Center
Dove 2p-9 (0 Flock 2P-9 0E26),USA,Planet,Commercial,Earth Observation,514,4,6/22/2016,Satish Dhawan Space Center
Dove-3,USA,Planet,Commercial,Technology Development,815,4,11/21/2013,Dombarovsky Air Base
"DRTS (Data Relay Test Satellite, Kodama)",Japan,National Space Development Agency,Government,Technology Development,35799,2650,9/10/2002,Tanegashima Space Center
"DSCS III-A3 (USA 167, DSCS III-A3) (Defense Satellite Communications System)",USA,US Air Force,Military,Communications,35802,1156,3/11/2003,Cape Canaveral
"DSCS III-B6 (USA 170, DSCS III B-6) (Defense Satellite Communications System)",USA,US Air Force,Military,Communications,35814,1156,8/29/2003,Cape Canaveral
"DSCS III-F10 (USA 135, DSCS III B-13) (Defense Satellite Communications System)",USA,US Air Force,Military,Communications,35817,1156,10/24/1997,Cape Canaveral
"DSCS III-F11 (USA 148, DSCS III B-8) (Defense Satellite Communications System)",USA,US Air Force,Military,Communications,35868,1156,1/1/2000,Cape Canaveral
